0.0,0.4825102880658436
1.0,0.4948559670781893
2.0,0.49382716049382713
3.0,0.5318930041152263
4.0,0.4711934156378601
5.0,0.5030864197530864
6.0,0.5493827160493827
7.0,0.6275720164609053
8.0,0.6368312757201646
9.0,0.6584362139917695
10.0,0.6049382716049383
11.0,0.6059670781893004
12.0,0.6183127572016461
13.0,0.6296296296296297
14.0,0.6553497942386831
15.0,0.6563786008230452
16.0,0.6183127572016461
17.0,0.6316872427983539
18.0,0.6090534979423868
19.0,0.6347736625514403
20.0,0.6430041152263375
21.0,0.6121399176954733
22.0,0.6388888888888888
23.0,0.6347736625514403
24.0,0.6337448559670782
25.0,0.6090534979423868
26.0,0.6255144032921811
27.0,0.6162551440329218
28.0,0.6368312757201646
29.0,0.6337448559670782
30.0,0.6100823045267489
31.0,0.6388888888888888
32.0,0.6265432098765432
33.0,0.6419753086419753
34.0,0.6100823045267489
35.0,0.6337448559670782
36.0,0.6409465020576132
37.0,0.6131687242798354
38.0,0.6327160493827161
39.0,0.6275720164609053
40.0,0.6172839506172839
41.0,0.6358024691358025
42.0,0.6100823045267489
43.0,0.6646090534979424
44.0,0.6316872427983539
45.0,0.6059670781893004
46.0,0.647119341563786
47.0,0.6121399176954733
48.0,0.6368312757201646
49.0,0.6141975308641975
50.0,0.6316872427983539
51.0,0.6388888888888888
52.0,0.6368312757201646
53.0,0.6286008230452675
54.0,0.6152263374485597
55.0,0.6152263374485597
56.0,0.6347736625514403
57.0,0.6450617283950617
58.0,0.5967078189300411
59.0,0.6399176954732511
60.0,0.6286008230452675
61.0,0.6358024691358025
62.0,0.6121399176954733
